"","X.1","X","stock","species","broodyear","recruits","spawners","stock.id"
"1627",2773,3117,"Babine Mid Wild","Sockeye",1991,22131.0805503469,24980.09272,65
"1628",2774,3118,"Babine Mid Wild","Sockeye",1992,108874.275222336,8426.286088,65
"1629",2775,3119,"Babine Mid Wild","Sockeye",1993,58462.3731601302,21962.13029,65
"1630",2776,3120,"Babine Mid Wild","Sockeye",1994,5183.22748201125,7559.965404,65
"1631",2777,3121,"Babine Mid Wild","Sockeye",1995,31123.1322890001,6555.041209,65
"1632",2778,3122,"Babine Mid Wild","Sockeye",1996,151257.318197574,7975.259094,65
"1633",2779,3123,"Babine Mid Wild","Sockeye",1997,33041.568294405,34659.93668,65
"1634",2780,3124,"Babine Mid Wild","Sockeye",1998,122345.904451808,16544.92144,65
"1635",2781,3125,"Babine Mid Wild","Sockeye",1999,51025.6452484299,22945.84713,65
"1636",2782,3126,"Babine Mid Wild","Sockeye",2000,94463.9592022111,19982.10787,65
"1637",2783,3127,"Babine Mid Wild","Sockeye",2001,30927.6914052872,47818.30128,65
"1638",2784,3128,"Babine Mid Wild","Sockeye",2002,49282.8247578525,24572.62796,65
"1639",2785,3129,"Babine Mid Wild","Sockeye",2003,7728.28644912214,83150.74848,65
"1640",2786,3130,"Babine Mid Wild","Sockeye",2004,41565.6300348865,51747.18636,65
"1641",2787,3131,"Babine Mid Wild","Sockeye",2005,9266.05242909964,31371.48103,65
"1642",2788,3132,"Babine Mid Wild","Sockeye",2006,44746.8995439649,12514.581,65
"1643",2789,3133,"Babine Mid Wild","Sockeye",2007,148614.272904769,12595.25991,65
"1644",2790,3134,"Babine Mid Wild","Sockeye",2008,24611.6928164225,12743.941,65
"1645",2791,3135,"Babine Mid Wild","Sockeye",2009,6566.15867976101,18341.09602,65
"1646",2792,3136,"Babine Mid Wild","Sockeye",2010,73715.1371764065,6065.421348,65
"1647",2793,3137,"Babine Mid Wild","Sockeye",2011,105114.321356351,43110.49213,65
"1648",2794,3138,"Babine Mid Wild","Sockeye",2012,39250.399188982,82348.20759,65
"1649",2795,3139,"Babine Mid Wild","Sockeye",2013,1322.56660000685,7959.90181,65
"1650",2796,3140,"Babine Mid Wild","Sockeye",2014,16806.8535641998,14701,65
"1651",2797,3159,"Bear-Skeena","Sockeye",1960,8827.22035264,3799.9763376,66
"1652",2798,3160,"Bear-Skeena","Sockeye",1961,4773.635505952,3267.724395,66
"1653",2799,3161,"Bear-Skeena","Sockeye",1962,6125.906663578,4999.940844,66
"1654",2800,3162,"Bear-Skeena","Sockeye",1963,6319.89494475,9934.929995,66
"1655",2801,3166,"Bear-Skeena","Sockeye",1967,15853.857065899,2299.940844,66
"1656",2802,3167,"Bear-Skeena","Sockeye",1968,39154.53544586,2399.940844,66
"1657",2803,3174,"Bear-Skeena","Sockeye",1975,5089.23284041,2247.1260135,66
"1658",2804,3175,"Bear-Skeena","Sockeye",1976,3262.970179795,200,66
"1659",2805,3180,"Bear-Skeena","Sockeye",1981,4561.20988692,1008.1208557,66
"1660",2806,3183,"Bear-Skeena","Sockeye",1984,8449.532137335,600,66
"1661",2807,3184,"Bear-Skeena","Sockeye",1985,5602.213489301,2637.1074517,66
"1662",2808,3185,"Bear-Skeena","Sockeye",1986,14310.756511605,2000,66
"1663",2809,3186,"Bear-Skeena","Sockeye",1987,14285.776480799,11185.537259,66
"1664",2810,3187,"Bear-Skeena","Sockeye",1988,13112.259863635,6955.6611776,66
"1665",2811,3191,"Bear-Skeena","Sockeye",1992,14962.974405955,4837.1074517,66
"1666",2812,3192,"Bear-Skeena","Sockeye",1993,9141.459981323,5318.5537259,66
"1667",2813,3194,"Bear-Skeena","Sockeye",1995,9595.065548323,10548.429807,66
"1668",2814,3195,"Bear-Skeena","Sockeye",1996,16305.87716891,6411.322355,66
"1669",2815,3196,"Bear-Skeena","Sockeye",1997,6620.400085695,3631.85537259,66
"1670",2816,3197,"Bear-Skeena","Sockeye",1998,20989.560043782,3727.4214903,66
"1671",2817,3198,"Bear-Skeena","Sockeye",1999,16802.486769863,9388.529095,66
"1672",2818,3199,"Bear-Skeena","Sockeye",2000,6830.016980505,3595.282412,66
"1673",2819,3200,"Bear-Skeena","Sockeye",2001,3765.65449469,10472.197758,66
"1674",2820,3201,"Bear-Skeena","Sockeye",2002,1835.603785805,316.3833635,66
"1675",2821,3202,"Bear-Skeena","Sockeye",2003,8255.05094179,19509.687646,66
"1676",2822,3203,"Bear-Skeena","Sockeye",2004,10488.34181871,8047.364788,66
"1677",2823,3204,"Bear-Skeena","Sockeye",2005,9075.38652553,1198.0341931,66
"1678",2824,3205,"Bear-Skeena","Sockeye",2006,16805.27708496,2166.030062,66
"1679",2825,3206,"Bear-Skeena","Sockeye",2007,14746.63709109,547.5295975,66
"1680",2826,3207,"Bear-Skeena","Sockeye",2008,11227.452017345,6624.862514,66
"1681",2827,3208,"Bear-Skeena","Sockeye",2009,20240.19476801,8721.258601,66
"1682",2828,3209,"Bear-Skeena","Sockeye",2010,16860.454576405,6045.669026,66
"1683",2829,3210,"Bear-Skeena","Sockeye",2011,23191.27318476,13477.724471,66
"1684",2830,3211,"Bear-Skeena","Sockeye",2012,18301.80030334,8600,66
"1685",2831,3212,"Bear-Skeena","Sockeye",2013,19869.88769746,7734.901707,66
"1686",2832,3213,"Bear-Skeena","Sockeye",2014,13082.45986004,17574.172616,66
"1687",2833,3233,"Damdochax","Sockeye",1982,19734.7578653529,5000,67
"1688",2834,3234,"Damdochax","Sockeye",1983,8173.50371901019,500,67
"1689",2835,3235,"Damdochax","Sockeye",1984,23264.42173297,1000,67
"1690",2836,3236,"Damdochax","Sockeye",1985,20474.1140653562,15000,67
"1691",2837,3237,"Damdochax","Sockeye",1986,14144.1614521016,10000,67
"1692",2838,3238,"Damdochax","Sockeye",1987,17878.9651161154,2000,67
"1693",2839,3239,"Damdochax","Sockeye",1988,35217.5590133761,2000,67
"1694",2840,3240,"Damdochax","Sockeye",1989,23127.3004693383,5000,67
"1695",2841,3241,"Damdochax","Sockeye",1990,8731.98206269881,4000,67
"1696",2842,3242,"Damdochax","Sockeye",1991,9228.6469413723,3000,67
"1697",2843,3243,"Damdochax","Sockeye",1992,12977.260993454,4500,67
"1698",2844,3244,"Damdochax","Sockeye",1993,19996.7409880649,8150,67
"1699",2845,3245,"Damdochax","Sockeye",1994,11629.7856484897,3875,67
"1700",2846,3246,"Damdochax","Sockeye",1995,3252.25509501214,1035,67
"1701",2847,3247,"Damdochax","Sockeye",1996,5074.45406645733,1542.5,67
"1702",2848,3248,"Damdochax","Sockeye",1997,3640.66877319194,3000,67
"1703",2849,3249,"Damdochax","Sockeye",1998,4415.83781356838,8190.104167,67
"1704",2850,3250,"Damdochax","Sockeye",1999,3694.83419883049,1200,67
"1705",2851,3251,"Damdochax","Sockeye",2000,1928.56773055581,500,67
"1706",2852,3252,"Damdochax","Sockeye",2001,3842.98648220413,1750,67
"1707",2853,3253,"Damdochax","Sockeye",2002,7680.26958571345,462.5,67
"1708",2854,3254,"Damdochax","Sockeye",2003,5710.20956093629,1567.5,67
"1709",2855,3255,"Damdochax","Sockeye",2004,4014.98438013416,586,67
"1710",2856,3256,"Damdochax","Sockeye",2005,3804.92276921331,505,67
"1711",2857,3257,"Damdochax","Sockeye",2006,5192.18966551973,1701,67
"1712",2858,3258,"Damdochax","Sockeye",2007,4949.17752836001,2067,67
"1713",2859,3259,"Damdochax","Sockeye",2008,5153.23944013045,2000,67
"1714",2860,3260,"Damdochax","Sockeye",2009,7701.48209622322,1716,67
"1715",2861,3261,"Damdochax","Sockeye",2010,9455.54939685987,1970,67
"1716",2862,3278,"Fulton","Sockeye",1960,280016.2202935,44720.90909,68
"1717",2863,3279,"Fulton","Sockeye",1961,307233.2927703,218146.4691,68
"1718",2864,3280,"Fulton","Sockeye",1962,365948.8343751,99535.8732,68
"1719",2865,3281,"Fulton","Sockeye",1963,608194.6785692,177106.0181,68
"1720",2866,3282,"Fulton","Sockeye",1964,140091.4799128,186458.1011,68
"1721",2867,3283,"Fulton","Sockeye",1965,262446.265088837,176198.568,68
"1722",2868,3284,"Fulton","Sockeye",1966,559130.354328736,58581,68
"1723",2869,3285,"Fulton","Sockeye",1967,797468.913756792,135976,68
"1724",2870,3286,"Fulton","Sockeye",1968,493449.529627559,125287,68
"1725",2871,3287,"Fulton","Sockeye",1969,815588.055213771,105359,68
"1726",2872,3288,"Fulton","Sockeye",1970,446958.413403708,195558,68
"1727",2873,3289,"Fulton","Sockeye",1971,1114704.22580624,282801,68
"1728",2874,3290,"Fulton","Sockeye",1972,1126188.39180238,209478,68
"1729",2875,3291,"Fulton","Sockeye",1973,1245703.43850993,237309,68
"1730",2876,3292,"Fulton","Sockeye",1974,311120.26637716,139211,68
"1731",2877,3293,"Fulton","Sockeye",1975,1681823.0302664,368434.3631,68
"1732",2878,3294,"Fulton","Sockeye",1976,360206.431783575,288071,68
"1733",2879,3295,"Fulton","Sockeye",1977,3529548.44839157,502031,68
"1734",2880,3296,"Fulton","Sockeye",1978,1041998.47452695,143303,68
"1735",2881,3297,"Fulton","Sockeye",1979,733509.742632001,416887,68
"1736",2882,3298,"Fulton","Sockeye",1980,2105228.92234016,121208,68
"1737",2883,3299,"Fulton","Sockeye",1981,1134273.45401182,441066,68
"1738",2884,3300,"Fulton","Sockeye",1982,516406.37032347,319421.3838,68
"1739",2885,3301,"Fulton","Sockeye",1983,808450.041052151,314944.3587,68
"1740",2886,3302,"Fulton","Sockeye",1984,2537992.13605624,266910.7921,68
"1741",2887,3303,"Fulton","Sockeye",1985,1513719.57112315,301691.3892,68
"1742",2888,3304,"Fulton","Sockeye",1986,952286.909083949,165481.6594,68
"1743",2889,3305,"Fulton","Sockeye",1987,712191.582916644,150463.0274,68
"1744",2890,3306,"Fulton","Sockeye",1988,1354627.02327438,322949.6462,68
"1745",2891,3307,"Fulton","Sockeye",1989,1645498.37808486,328463.4303,68
"1746",2892,3308,"Fulton","Sockeye",1990,1772978.95072919,331533.344,68
"1747",2893,3309,"Fulton","Sockeye",1991,3525254.37641494,104022.9016,68
"1748",2894,3310,"Fulton","Sockeye",1992,4378681.76859433,318209.7075,68
"1749",2895,3311,"Fulton","Sockeye",1993,927002.087581955,260339.4349,68
"1750",2896,3312,"Fulton","Sockeye",1994,58054.7290703703,428140.579,68
"1751",2897,3313,"Fulton","Sockeye",1995,604664.455986072,393979.993,68
"1752",2898,3314,"Fulton","Sockeye",1996,5285918.26440764,372336.6725,68
"1753",2899,3315,"Fulton","Sockeye",1997,509859.485153864,320215.5024,68
"1754",2900,3316,"Fulton","Sockeye",1998,1164686.94903392,157127,68
"1755",2901,3317,"Fulton","Sockeye",1999,433913.777260537,203003.6091,68
"1756",2902,3318,"Fulton","Sockeye",2000,847300.956674825,586507.5059,68
"1757",2903,3319,"Fulton","Sockeye",2001,742053.70651804,400411.2576,68
"1758",2904,3320,"Fulton","Sockeye",2002,2659710.6679856,290370.0414,68
"1759",2905,3321,"Fulton","Sockeye",2003,380787.468813486,460679.8674,68
"1760",2906,3322,"Fulton","Sockeye",2004,1426231.77096095,445304.0577,68
"1761",2907,3323,"Fulton","Sockeye",2005,307573.926446271,327460,68
"1762",2908,3324,"Fulton","Sockeye",2006,867653.351510238,461925.1378,68
"1763",2909,3325,"Fulton","Sockeye",2007,1521601.47234836,458005.8579,68
"1764",2910,3326,"Fulton","Sockeye",2008,268344.800152655,357800.6465,68
"1765",2911,3327,"Fulton","Sockeye",2009,465066.183125121,317178.4302,68
"1766",2912,3328,"Fulton","Sockeye",2010,3123600.95672061,321952,68
"1767",2913,3329,"Fulton","Sockeye",2011,1682656.69028664,347869.3378,68
"1768",2914,3330,"Fulton","Sockeye",2012,765009.975905477,337324.0517,68
"1769",2915,3331,"Fulton","Sockeye",2013,82515.3299746659,220714,68
"1770",2916,3332,"Fulton","Sockeye",2014,1408232.05454316,425299.785,68
"1780",2926,3413,"Kitsumkalum","Sockeye",1960,4178.01265682431,860.4176025,70
"1781",2927,3414,"Kitsumkalum","Sockeye",1961,4487.92074440988,2294.44694,70
"1782",2928,3415,"Kitsumkalum","Sockeye",1962,6199.29910754745,2294.44694,70
"1783",2929,3416,"Kitsumkalum","Sockeye",1963,6033.84526054819,2072.555981,70
"1784",2930,3417,"Kitsumkalum","Sockeye",1964,4564.65387486011,1554.416986,70
"1785",2931,3418,"Kitsumkalum","Sockeye",1965,3887.70362498372,3059.262587,70
"1786",2932,3419,"Kitsumkalum","Sockeye",1966,4124.53328097014,1625.233249,70
"1787",2933,3420,"Kitsumkalum","Sockeye",1967,9021.6921841326,2963.660631,70
"1788",2934,3421,"Kitsumkalum","Sockeye",1968,14049.3665069957,1816.437161,70
"1789",2935,3422,"Kitsumkalum","Sockeye",1969,16576.2394833747,2294.44694,70
"1790",2936,3423,"Kitsumkalum","Sockeye",1970,11871.730366953,1816.437161,70
"1791",2937,3424,"Kitsumkalum","Sockeye",1971,5797.02082085187,2294.44694,70
"1792",2938,3425,"Kitsumkalum","Sockeye",1972,9082.48561177243,6500.932997,70
"1793",2939,3426,"Kitsumkalum","Sockeye",1973,8561.07403380291,6500.932997,70
"1794",2940,3427,"Kitsumkalum","Sockeye",1974,3646.75975196034,6500.932997,70
"1795",2941,3428,"Kitsumkalum","Sockeye",1975,1982.32904492011,3632.874322,70
"1796",2942,3429,"Kitsumkalum","Sockeye",1976,1678.59533302342,1816.437161,70
"1797",2943,3430,"Kitsumkalum","Sockeye",1977,2092.65040139846,6500.932997,70
"1798",2944,3431,"Kitsumkalum","Sockeye",1978,2058.92963607788,1816.437161,70
"1799",2945,3432,"Kitsumkalum","Sockeye",1979,1894.44114554493,803.056429,70
"1800",2946,3433,"Kitsumkalum","Sockeye",1980,3267.86857465869,860.4176025,70
"1801",2947,3434,"Kitsumkalum","Sockeye",1981,4300.99298653201,669.2136909,70
"1802",2948,3435,"Kitsumkalum","Sockeye",1982,5674.67974731934,1051.621514,70
"1803",2949,3436,"Kitsumkalum","Sockeye",1983,6466.44173120452,841.2972114,70
"1804",2950,3437,"Kitsumkalum","Sockeye",1984,7004.75525148782,1089.101826,70
"1805",2951,3438,"Kitsumkalum","Sockeye",1985,11005.9914734957,2178.203653,70
"1806",2952,3439,"Kitsumkalum","Sockeye",1986,15162.3256434005,2178.203653,70
"1807",2953,3440,"Kitsumkalum","Sockeye",1987,30916.7878252647,4356.407306,70
"1808",2954,3441,"Kitsumkalum","Sockeye",1988,38583.6966127024,2613.844383,70
"1809",2955,3442,"Kitsumkalum","Sockeye",1989,44645.962889756,3920.766575,70
"1810",2956,3443,"Kitsumkalum","Sockeye",1990,53306.1387610206,6534.610959,70
"1811",2957,3444,"Kitsumkalum","Sockeye",1991,39781.6155468466,6534.610959,70
"1812",2958,3445,"Kitsumkalum","Sockeye",1992,36633.0553164256,17425.62922,70
"1813",2959,3446,"Kitsumkalum","Sockeye",1993,35655.0060236812,15247.42557,70
"1814",2960,3450,"Kitsumkalum","Sockeye",1997,43775.1226025816,15900.88667,70
"1815",2961,3451,"Kitsumkalum","Sockeye",1998,59531.174517053,16989.98849,70
"1816",2962,3453,"Kitsumkalum","Sockeye",2000,31636.8260612449,24813.76231,70
"1817",2963,3454,"Kitsumkalum","Sockeye",2001,26230.2522320956,20085.23147,70
"1818",2964,3455,"Kitsumkalum","Sockeye",2002,30403.9454093749,27444.72463,70
"1819",2965,3456,"Kitsumkalum","Sockeye",2003,34019.0652947577,49811.45164,70
"1820",2966,3457,"Kitsumkalum","Sockeye",2004,33124.3984014791,24912.32609,70
"1821",2967,3458,"Kitsumkalum","Sockeye",2005,48215.7185269811,16486.72955,70
"1822",2968,3459,"Kitsumkalum","Sockeye",2006,55626.3611116942,19195.50347,70
"1823",2969,3460,"Kitsumkalum","Sockeye",2007,54616.3263725038,17290.29439,70
"1824",2970,3464,"Kitsumkalum","Sockeye",2011,31950.3162372804,34271.67239,70
"1825",2971,3465,"Kitsumkalum","Sockeye",2012,31802.3941160003,41965.43453,70
"1843",2989,3552,"Kwinageese","Sockeye",1982,25286.453321,20000,72
"1844",2990,3553,"Kwinageese","Sockeye",1983,4793.3752734,2000,72
"1845",2991,3554,"Kwinageese","Sockeye",1984,8124.3273064,6000,72
"1846",2992,3555,"Kwinageese","Sockeye",1985,96137.48386604,15000,72
"1847",2993,3556,"Kwinageese","Sockeye",1986,10167.94763752,25000,72
"1848",2994,3557,"Kwinageese","Sockeye",1987,14769.04679114,7500,72
"1849",2995,3558,"Kwinageese","Sockeye",1988,4788.5772473,2500,72
"1850",2996,3559,"Kwinageese","Sockeye",1989,63009.10164964,15000,72
"1851",2997,3560,"Kwinageese","Sockeye",1990,2308.02891859,14000,72
"1852",2998,3561,"Kwinageese","Sockeye",1991,8518.86167316,2000,72
"1853",2999,3562,"Kwinageese","Sockeye",1992,8709.87166136,5000,72
"1854",3000,3563,"Kwinageese","Sockeye",1993,51967.8461853,12000,72
"1855",3001,3564,"Kwinageese","Sockeye",1994,10678.22137644,2375,72
"1856",3002,3565,"Kwinageese","Sockeye",1995,40231.3389532,1125,72
"1857",3003,3566,"Kwinageese","Sockeye",1996,2146.38584810641,1000,72
"1858",3004,3579,"Kwinageese","Sockeye",2009,1331.45892415368,107,72
"1859",3005,3581,"Kwinageese","Sockeye",2011,24267.5163660595,10273,72
"1860",3006,3582,"Kwinageese","Sockeye",2012,21921.3759731927,3688,72
"1861",3007,3583,"Kwinageese","Sockeye",2013,6304.20185685558,397,72
"1862",3008,3603,"Lakelse","Sockeye",1960,90601.1786019374,11341.30447,73
"1863",3009,3604,"Lakelse","Sockeye",1961,66560.5453857323,14869.7103,73
"1864",3010,3605,"Lakelse","Sockeye",1962,41744.2937843905,17322.15419,73
"1865",3011,3606,"Lakelse","Sockeye",1963,33241.7620557053,19910.29007,73
"1866",3012,3607,"Lakelse","Sockeye",1964,21384.6096948008,52389.26577,73
"1867",3013,3608,"Lakelse","Sockeye",1965,14659.6449839555,87710.20863,73
"1868",3014,3609,"Lakelse","Sockeye",1966,9735.43675779331,39848.6048,73
"1869",3015,3610,"Lakelse","Sockeye",1967,7368.38515144634,29422.52588,73
"1870",3016,3611,"Lakelse","Sockeye",1968,5611.8768392594,24917.67291,73
"1871",3017,3612,"Lakelse","Sockeye",1969,6176.18468420248,14207.44508,73
"1872",3018,3613,"Lakelse","Sockeye",1970,6634.60227258087,11365.95606,73
"1873",3019,3614,"Lakelse","Sockeye",1971,7603.15395575278,6557.282344,73
"1874",3020,3615,"Lakelse","Sockeye",1972,6823.77588514464,5792.26607,73
"1875",3021,3616,"Lakelse","Sockeye",1973,12060.7447670923,3934.369406,73
"1876",3022,3617,"Lakelse","Sockeye",1974,15075.2942984108,5245.825875,73
"1877",3023,3618,"Lakelse","Sockeye",1975,29863.6789027464,5682.978031,73
"1878",3024,3619,"Lakelse","Sockeye",1976,24878.2789766599,6557.282344,73
"1879",3025,3620,"Lakelse","Sockeye",1977,32337.0590378239,5081.893817,73
"1880",3026,3621,"Lakelse","Sockeye",1978,26490.3478111322,11803.10822,73
"1881",3027,3622,"Lakelse","Sockeye",1979,14299.6410845273,12458.83645,73
"1882",3028,3623,"Lakelse","Sockeye",1980,34547.0598483733,29420.34012,73
"1883",3029,3624,"Lakelse","Sockeye",1981,21731.8786304718,15956.0537,73
"1884",3030,3625,"Lakelse","Sockeye",1982,7464.76429552641,30091.36868,73
"1885",3031,3626,"Lakelse","Sockeye",1983,11871.2127566282,19234.69488,73
"1886",3032,3627,"Lakelse","Sockeye",1984,11042.4674242972,9508.059399,73
"1887",3033,3628,"Lakelse","Sockeye",1985,5281.61583033261,36283.62897,73
"1888",3034,3629,"Lakelse","Sockeye",1986,12925.037565477,8961.619203,73
"1889",3035,3630,"Lakelse","Sockeye",1987,16455.5502938815,5300.469895,73
"1890",3036,3631,"Lakelse","Sockeye",1988,18304.718936155,10437.00773,73
"1891",3037,3632,"Lakelse","Sockeye",1989,8842.89825055325,7672.020342,73
"1892",3038,3633,"Lakelse","Sockeye",1990,27830.9885906984,2688.485761,73
"1893",3039,3634,"Lakelse","Sockeye",1991,35370.2309152315,13442.4288,73
"1894",3040,3635,"Lakelse","Sockeye",1992,14891.0556314227,10382.36371,73
"1895",3041,3636,"Lakelse","Sockeye",1993,6624.46754154501,13661.00488,73
"1896",3042,3637,"Lakelse","Sockeye",1994,11086.7442883176,3114.709113,73
"1897",3043,3642,"Lakelse","Sockeye",1999,5138.78960650048,9924.659013,73
"1898",3044,3644,"Lakelse","Sockeye",2001,4969.03131277935,10953.08699,73
"1899",3045,3646,"Lakelse","Sockeye",2003,7860.54304017288,2781.43729,73
"1900",3046,3647,"Lakelse","Sockeye",2004,10279.0052008998,5164.440362,73
"1901",3047,3648,"Lakelse","Sockeye",2005,19173.5428992603,8275.43795,73
"1902",3048,3649,"Lakelse","Sockeye",2006,25738.467932727,2528.743058,73
"1903",3049,3650,"Lakelse","Sockeye",2007,29806.3687760624,6121.206722,73
"1904",3050,3651,"Lakelse","Sockeye",2008,29119.7837004055,7408.417551,73
"1905",3051,3652,"Lakelse","Sockeye",2009,24031.8058470724,10298.63055,73
"1906",3052,3653,"Lakelse","Sockeye",2010,27700.1325539743,20737.13599,73
"1907",3053,3654,"Lakelse","Sockeye",2011,32658.5129485985,23795.99384,73
"1908",3054,3655,"Lakelse","Sockeye",2012,19247.7809980496,27577.74378,73
"1909",3055,3656,"Lakelse","Sockeye",2013,11798.7614739401,26445.76333,73
"1910",3056,3657,"Lakelse","Sockeye",2014,15661.2023308639,20495.62188,73
"1911",3057,3670,"Lower Nass Sea & River Type","Sockeye",1982,12216.4796919,2715.372046,74
"1912",3058,3671,"Lower Nass Sea & River Type","Sockeye",1983,4384.1427971,5430.744093,74
"1913",3059,3672,"Lower Nass Sea & River Type","Sockeye",1984,4721.23637865,15749.15787,74
"1914",3060,3673,"Lower Nass Sea & River Type","Sockeye",1985,6409.560093728,16292.23228,74
"1915",3061,3674,"Lower Nass Sea & River Type","Sockeye",1986,4373.469420342,2715.372046,74
"1916",3062,3675,"Lower Nass Sea & River Type","Sockeye",1987,2601.494897155,2715.372046,74
"1917",3063,3676,"Lower Nass Sea & River Type","Sockeye",1988,2014.768790133,2715.372046,74
"1918",3064,3677,"Lower Nass Sea & River Type","Sockeye",1989,2345.545525609,3529.98366,74
"1919",3065,3678,"Lower Nass Sea & River Type","Sockeye",1990,4897.468710304,1439.147185,74
"1920",3066,3679,"Lower Nass Sea & River Type","Sockeye",1991,23472.64114866,1439.147185,74
"1921",3067,3680,"Lower Nass Sea & River Type","Sockeye",1992,8617.49178216,814.6116139,74
"1922",3068,3681,"Lower Nass Sea & River Type","Sockeye",1993,47408.09319019,1086.148819,74
"1923",3069,3682,"Lower Nass Sea & River Type","Sockeye",1994,14065.45047309,7135.07511,74
"1924",3070,3683,"Lower Nass Sea & River Type","Sockeye",1995,34989.13637824,4887.669684,74
"1925",3071,3684,"Lower Nass Sea & River Type","Sockeye",1996,10360.92179955,3720.242628,74
"1926",3072,3685,"Lower Nass Sea & River Type","Sockeye",1997,19866.88547261,15562.85834,74
"1927",3073,3686,"Lower Nass Sea & River Type","Sockeye",1998,1524.795059732,10503.93639,74
"1928",3074,3687,"Lower Nass Sea & River Type","Sockeye",1999,25120.354635138,8347.557914,74
"1929",3075,3688,"Lower Nass Sea & River Type","Sockeye",2000,12676.04580659,2525.734697,74
"1930",3076,3689,"Lower Nass Sea & River Type","Sockeye",2001,15813.62119753,5625.431765,74
"1931",3077,3690,"Lower Nass Sea & River Type","Sockeye",2002,15819.03966517,904.2188915,74
"1932",3078,3691,"Lower Nass Sea & River Type","Sockeye",2003,39954.629658,5897.788085,74
"1933",3079,3692,"Lower Nass Sea & River Type","Sockeye",2004,23241.8303289,2310.781612,74
"1934",3080,3693,"Lower Nass Sea & River Type","Sockeye",2005,36902.31284751,7111.55939,74
"1935",3081,3694,"Lower Nass Sea & River Type","Sockeye",2006,18845.20249772,2823.986928,74
"1936",3082,3695,"Lower Nass Sea & River Type","Sockeye",2007,63124.47638865,18309.75371,74
"1937",3083,3696,"Lower Nass Sea & River Type","Sockeye",2008,45976.11621268,12262.62016,74
"1938",3084,3697,"Lower Nass Sea & River Type","Sockeye",2009,72230.79023963,17625.47995,74
"1939",3085,3698,"Lower Nass Sea & River Type","Sockeye",2010,16765.88098014,6897.044998,74
"1940",3086,3699,"Lower Nass Sea & River Type","Sockeye",2011,120276.30052121,35138.41108,74
"1941",3087,3700,"Lower Nass Sea & River Type","Sockeye",2012,58166.27813744,20041.33777,74
"1942",3088,3701,"Lower Nass Sea & River Type","Sockeye",2013,18727.52327466,26779.22203,74
"1943",3089,3702,"Lower Nass Sea & River Type","Sockeye",2014,33865.1726736,20345.02694,74
"1944",3090,3703,"Lower Nass Sea & River Type","Sockeye",2015,118047.66981073,54927.00841,74
"1945",3091,3721,"Mcdonell","Sockeye",1960,4455.36394844312,1500,75
"1946",3092,3722,"Mcdonell","Sockeye",1961,9020.73343766655,1500,75
"1947",3093,3723,"Mcdonell","Sockeye",1962,5832.3881737372,1000,75
"1948",3094,3724,"Mcdonell","Sockeye",1963,4485.70421341094,1600,75
"1949",3095,3725,"Mcdonell","Sockeye",1964,4383.37788919372,1000,75
"1950",3096,3726,"Mcdonell","Sockeye",1965,3537.39989900251,6000,75
"1951",3097,3727,"Mcdonell","Sockeye",1966,3629.23871692477,8000,75
"1952",3098,3728,"Mcdonell","Sockeye",1967,2618.01434342294,400,75
"1953",3099,3729,"Mcdonell","Sockeye",1968,3740.06830534575,5000,75
"1954",3100,3730,"Mcdonell","Sockeye",1969,5205.39711871431,1944,75
"1955",3101,3731,"Mcdonell","Sockeye",1970,2849.40749861225,3000,75
"1956",3102,3735,"Mcdonell","Sockeye",1974,6505.23842082066,3600,75
"1957",3103,3736,"Mcdonell","Sockeye",1975,2284.89462015519,200,75
"1958",3104,3738,"Mcdonell","Sockeye",1977,3186.35587650601,1200,75
"1959",3105,3739,"Mcdonell","Sockeye",1978,7096.04377502031,8000,75
"1960",3106,3740,"Mcdonell","Sockeye",1979,5825.80446517913,2200,75
"1961",3107,3741,"Mcdonell","Sockeye",1980,2235.96464962522,280,75
"1962",3108,3742,"Mcdonell","Sockeye",1981,4892.86917566937,3000,75
"1963",3109,3743,"Mcdonell","Sockeye",1982,7137.57005450971,2000,75
"1964",3110,3744,"Mcdonell","Sockeye",1983,6940.52893286814,10000,75
"1965",3111,3748,"Mcdonell","Sockeye",1987,9797.3265445949,6000,75
"1966",3112,3749,"Mcdonell","Sockeye",1988,20797.8564621152,4000,75
"1967",3113,3763,"Mcdonell","Sockeye",2002,6057.34829789406,7072,75
"1968",3114,3764,"Mcdonell","Sockeye",2003,2761.14554260897,9106,75
"1969",3115,3765,"Mcdonell","Sockeye",2004,2485.95235865654,6000.334821,75
"1970",3116,3766,"Mcdonell","Sockeye",2005,3905.53751990431,5886.623673,75
"1971",3117,3767,"Mcdonell","Sockeye",2006,4279.9483328808,5478.5225,75
"1972",3118,3768,"Mcdonell","Sockeye",2007,4408.97043344635,3900.707525,75
"1973",3119,3769,"Mcdonell","Sockeye",2008,4031.02208383681,326.6666667,75
"1974",3120,3770,"Mcdonell","Sockeye",2009,4170.17778841475,3736.287202,75
"1975",3121,3771,"Mcdonell","Sockeye",2010,9917.01943938609,3836.458333,75
"1976",3122,3772,"Mcdonell","Sockeye",2011,12252.0411956986,3718.579893,75
"1977",3123,3773,"Mcdonell","Sockeye",2012,9172.51077178059,3940,75
"1978",3124,3774,"Mcdonell","Sockeye",2013,5643.11590966377,3320,75
"1979",3125,3775,"Mcdonell","Sockeye",2014,4295.67209990554,4220,75
"1980",3126,3846,"Morice","Sockeye",1960,22024.1516615542,4054.994312,76
